city,region,country,rank display,institution,location code,size,focus,research,age band,status,ar score,er score,fsr score,cpf score,ifr score,isr score,irn score,ger score,score scaled,year,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,check_city,longitude,latitude
Edinburgh,Europe,United Kingdom,281,Heriot-Watt University,UK,M,CO,VH,4,A,14.9,29.6,21.3,65.8,100,94.9,64.3,31.9,36.3,2023,61.4,32.5,47.5,47.5,71.1,96.3,yes,-3.323220923,55.9095154
Pisa,Europe,Italy,404,University of Pisa,IT,XL,FC,VH,5,A,40.6,14.7,7,41.7,6.6,4.6,90.8,12.1,28.2,2023,61.3,20.5,41.7,51.9,61.9,66.5,no,10.39628438,43.71672347
Turin,Europe,Italy,325,Politecnico di Torino,IT,XL,FO,VH,5,A,36.6,47.3,2.5,54,3.3,41.8,71.3,15.5,33.1,2023,61.2,18.7,40.8,53.9,59.1,68.1,yes,7.610783079,45.04680024
Turin,Europe,Italy,475,University of Turin,IT,XL,FC,VH,5,A,37.5,6.5,3.3,39.8,5.2,6.6,86.5,23,25,2023,61.2,18.7,40.8,53.9,59.1,68.1,yes,7.686476776,45.06965277
Newcastle upon Tyne,Europe,United Kingdom,122,Newcastle University,UK,L,FC,VH,4,A,46.2,83.8,39.1,58.9,84.8,75.6,96.9,14.9,54.8,2023,61,28.1,45.2,49.8,68.3,88.1,yes,-1.617235723,54.979187
Norwich,Europe,United Kingdom,342,University of East Anglia (UEA),UK,L,FC,VH,4,A,18.6,10.8,21.5,59.7,77.7,54.7,89.5,12.3,31.5,2023,60.9,29,45.6,46.7,75.4,85.9,yes,1.238508877,52.62205227
Leipzig,Europe,Germany,420,Universitat Leipzig,DE,L,FC,VH,5,A,26,6.6,66.6,9.9,,17.1,85.9,13.5,27.4,2023,60.9,18.9,40.8,48.6,51.8,94.5,yes,12.06400172,51.34131996
Southampton,Europe,United Kingdom,78,University of Southampton,UK,L,FC,VH,5,A,50.7,56.6,63.3,82.7,96.1,93.8,96.7,42.8,65,2023,60.6,27.9,45,47,61.4,99.7,yes,-1.519854633,50.98687261
Al Ain,Asia,United Arab Emirates,296,United Arab Emirates University,AE,M,FC,HI,3,A,26.3,36.6,59.4,11.5,100,38.2,70.8,86.8,35.4,2023,60.3,34,47.6,46.6,56.6,123.4,no,55.67345908,24.20058798
Sheffield,Europe,United Kingdom,96,The University of Sheffield,UK,L,FC,VH,5,A,58.7,53.5,59.4,46.9,85.3,97.8,94.7,33.7,59.5,2023,59.8,25.6,43.4,46.8,58.6,86.4,yes,-1.490997823,53.3813501
Exeter,Europe,United Kingdom,163,The University of Exeter,UK,L,FC,VH,4,A,41.1,56.1,31.5,55.3,92.3,77.7,94.8,15.9,48.2,2023,59.8,28.5,44.8,45.5,63.2,88.6,yes,-3.543472877,50.72803904
Athens,Europe,Greece,422,National Technical University of Athens,GR,L,FO,VH,5,A,18.7,45.7,5.3,67.9,1.4,7.5,68.9,68,27.3,2023,59.8,16.3,39,46.4,55.1,42.4,yes,23.72922883,37.98783992
Doha,Asia,Qatar,208,Qatar University,QA,M,FC,VH,3,A,24.4,33.2,61.1,36.9,100,94.8,90.1,1.1,42.6,2023,59.6,51.5,55.7,47.7,57.5,101,yes,51.48615578,25.37552818
Aachen,Europe,Germany,147,RWTH Aachen University,DE,XL,FC,VH,5,A,49.5,88.7,5.4,73.3,48.3,81.1,84.1,30.8,51.1,2023,59.4,19.2,40.1,50.1,52.1,124.8,yes,6.060319023,50.78440525
Montevideo,Latin America,Uruguay,449,Universidad de Montevideo (UM),UY,S,FC,LO,3,B,16.6,19.8,78.9,1.1,26.1,3.6,1.8,87.6,26.2,2023,59.3,18,39.5,47.7,56.4,41.9,yes,-56.16289762,-34.89788617
Montevideo,Latin America,Uruguay,494,Universidad ORT Uruguay,UY,S,FO,HI,4,B,11.7,16.3,83.2,1.2,20.5,1.9,2.2,70,24.4,2023,59.3,18,39.5,47.7,56.4,41.9,yes,-56.1946855,-34.9077485
Cardiff,Europe,United Kingdom,166,Cardiff University,UK,L,FC,VH,5,A,46,47.7,40.3,41.8,84.1,74.7,91.4,19.5,47.8,2023,59.1,30.6,45.4,47,68.2,82.1,yes,-3.179391152,51.48537459
Coventry,Europe,United Kingdom,64,The University of Warwick,UK,L,FC,VH,4,A,71.8,89.3,43.1,63.1,98.1,99.2,93.6,62,69.1,2023,58.8,23,41.7,45.3,51.3,139.2,yes,-1.564045323,52.37925247
Barcelona,Europe,Spain,178,Universitat Autonoma de Barcelona,ES,XL,FC,VH,4,A,62.2,28.9,11.8,66.9,20.7,20.2,94.1,20,45.8,2023,58.7,29.9,44.9,45.3,60.8,74.1,yes,2.101278676,41.50214207
Barcelona,Europe,Spain,184,Universitat de Barcelona,ES,XL,FC,VH,5,A,71.9,28.1,13.6,44.5,14.6,26.5,96.9,53.5,45.5,2023,58.7,29.9,44.9,45.3,60.8,74.1,yes,2.161291176,41.38667237
Barcelona,Europe,Spain,233,Universitat Pompeu Fabra (Barcelona),ES,L,FO,VH,3,A,30.8,26.2,9.9,91.5,67.3,22.2,78.4,51.4,39.9,2023,58.7,29.9,44.9,45.3,60.8,74.1,yes,2.174744215,41.38430299
Barcelona,Europe,Spain,343,Universitat Politecnica de Catalunya BarcelonaTech (UPC),ES,L,CO,VH,4,A,32.5,25.8,45.1,24.7,12.7,21.8,89.2,18.9,31.4,2023,58.7,29.9,44.9,45.3,60.8,74.1,yes,2.113165176,41.38926747
Dresden,Europe,Germany,200,Technische Universitat Dresden,DE,XL,FC,VH,5,A,37.4,37,89.1,14.9,42.9,36,94.2,9.9,43.6,2023,58.6,17.9,39.1,45.6,50.8,113,yes,13.72634008,51.02923667
Aberdeen,Europe,United Kingdom,220,University of Aberdeen,UK,L,FC,VH,5,A,28.3,36,33.5,50.6,94.8,97.6,87.4,19,41.6,2023,58.6,21.1,40.6,46.7,66.5,112.5,yes,-2.104040823,57.16477607
Birmingham,Europe,United Kingdom,91,University of Birmingham,UK,XL,FC,VH,5,A,66,74.7,44.1,45.9,91,87.4,95.1,37.6,61.1,2023,58.2,30,44.7,46.7,57.3,107.9,yes,-1.95165666,52.46852274
Naples,Europe,Italy,416,University of Naples - Federico II,IT,XL,FC,VH,5,A,34.2,14.8,4.8,55.4,2.6,1.1,91.3,17,27.5,2023,57.5,17.8,38.5,46.4,57.3,67.2,yes,14.25517818,40.84536787
Dundee,Europe,United Kingdom,354, University of Dundee,UK,L,FC,HI,4,A,18.9,15,35.5,30.1,99,69.8,57.9,11.8,30.8,2023,57.1,22.2,40.4,47.9,60.9,95.3,yes,-2.984717723,56.45824467
Leicester,Europe,United Kingdom,279,University of Leicester,UK,L,FC,VH,5,A,22.2,14.9,44.6,42.7,82.9,88.7,85.7,15.5,36.6,2023,57,23.8,41,43.7,64.6,106.4,yes,-1.127207423,52.62113927
Abu Dhabi,Asia,United Arab Emirates,181,Khalifa University of Science and Technology,AE,S,SP,VH,2,A,16.6,15.2,91.7,51.9,100,69.7,72.8,15.8,45.6,2023,55.9,43.3,49.9,44.2,55.8,114.8,yes,54.22896433,24.38647392
Nicosia,Europe,Cyprus,473,University of Cyprus (UCY),CY,M,CO,VH,3,A,9,3.1,5.1,71.7,87.6,27.4,84.2,57.4,25.1,2023,55.7,19.3,38.2,45.9,54.9,63.8,yes,33.37254941,35.15346566
Bandar Seri Begawan,Asia,Brunei,256,Universiti Brunei Darussalam (UBD),BN,S,CO,VH,3,A,19.1,9.8,96.5,8.5,100,65.4,36.4,1,38.1,2023,55.2,17.9,37.3,64.5,33.8,60.7,no,114.8913951,4.972664995
Bandar Seri Begawan,Asia,Brunei,340,Universiti Teknologi Brunei,BN,S,FO,VH,3,A,12,7,95.1,7.6,99,8.6,11.7,1,31.6,2023,55.2,17.9,37.3,64.5,33.8,60.7,no,114.8973463,4.977357595
Prague,Europe,Czech Republic,288,Charles University,CZ,XL,FC,VH,5,A,45.3,34.9,41.3,10.7,23.9,51.6,96,41.5,36,2023,54.6,27.1,41.4,46.5,42.4,69.9,yes,14.42109488,50.08675972
Prague,Europe,Czech Republic,378,Czech Technical University in Prague,CZ,L,SP,VH,5,A,19.9,33.2,68.9,4.9,23.7,47.3,75,8.7,29.7,2023,54.6,27.1,41.4,46.5,42.4,69.9,yes,14.39217628,50.10317487
Havana,Latin America,Cuba,467,Universidad de La Habana,CU,L,CO,HI,5,A,20.3,25.5,69.4,1.6,1.9,4.5,25.6,55.6,25.3,2023,54.6,18,37.1,45.5,41.8,1.6,yes,-82.38408102,23.13684048
Madrid,Europe,Spain,226,Complutense University of Madrid,ES,XL,FC,VH,4,A,69.2,57.4,22.3,10.2,5.7,15.1,96.4,67,41.2,2023,54.5,29.5,42.5,43.5,53.3,85.7,yes,-3.737465879,40.43110427
Madrid,Europe,Spain,320,Universidad Carlos III de Madrid (UC3M),ES,L,FO,VH,3,A,31,48.4,57.1,5.3,46.4,29.5,65,11.7,33.7,2023,54.5,29.5,42.5,43.5,53.3,85.7,yes,-4.025906822,40.43042079
Madrid,Europe,Spain,488,Universidad Politecnica de Madrid (UPM),ES,XL,SP,VH,4,A,30.8,50.1,17.4,10.8,3.2,27.1,77.8,44.7,24.6,2023,54.5,29.5,42.5,43.5,53.3,85.7,yes,-3.839120574,40.42135299
Taipei City,Asia,Taiwan,77,National Taiwan University (NTU),TW,XL,FC,VH,4,A,92.3,92.6,33.4,49.7,19,32.6,75,96.7,65.7,2023,54.2,15.3,35.5,63.3,27.9,71.3,no,121.5371769,25.01734048
Hsinchu City,Asia,Taiwan,177,National Tsing Hua University,TW,L,CO,VH,4,A,51.3,69,34.4,47.7,17.7,19.1,35.8,5.5,45.9,2023,54.2,15.3,35.5,63.3,27.9,71.3,no,120.994095,24.79612167
Hsinchu ,Asia,Taiwan,202,National Yang Ming Chiao Tung University,TW,L,FC,VH,1,A,34.8,74.6,50.3,46.2,23.8,22.3,42.8,51.3,43.2,2023,54.2,15.3,35.5,63.3,27.9,71.3,no,120.9180513,24.95258446
Tainan City,Asia,Taiwan,224,National Cheng Kung University (NCKU),TW,L,FC,VH,4,A,47.2,71.9,40.7,22.2,27.8,22.9,51.4,17.9,41.4,2023,54.2,15.3,35.5,63.3,27.9,71.3,no,120.2142815,22.99676248
Taipei City,Asia,Taiwan,327,National Taiwan University of Science and Technology (Taiwan Tech),TW,M,FO,VH,3,A,25.6,37.6,52.6,25.1,26.6,39.9,34.4,50.8,33,2023,54.2,15.3,35.5,63.3,27.9,71.3,no,121.537986,25.01325827
Taipei City,Asia,Taiwan,332,National Taiwan Normal University,TW,M,CO,VH,4,A,32.7,18.6,68.3,6.3,14.8,28.1,25.2,17.2,32.2,2023,54.2,15.3,35.5,63.3,27.9,71.3,no,121.5220362,25.01692859
Taipei City,Asia,Taiwan,384,Taipei Medical University (TMU),TW,M,SP,VH,2,B,9.7,17,92.3,17,18.1,16.1,24,26.5,29.3,2023,54.2,15.3,35.5,63.3,27.9,71.3,no,121.5587859,25.02531247
Kaohsiung City,Asia,Taiwan,428,National Sun Yat-sen University,TW,M,CO,VH,3,A,25.3,24.9,36.7,27.3,20.6,10.6,31.2,7.5,27.1,2023,54.2,15.3,35.5,63.3,27.9,71.3,no,119.9396722,22.86844629
Taipei City,Asia,Taiwan,436,National Taipei University of Technology,TW,M,FO,VH,3,A,15.2,58.2,28.9,32.2,23.2,24.6,24.3,25.1,26.6,2023,54.2,15.3,35.5,63.3,27.9,71.3,no,121.5318241,25.04388838
Taoyuan City,Asia,Taiwan,475,Chang Gung University,TW,M,FO,VH,3,B,4.8,4.9,69.4,40.5,4.3,5.2,26.3,8.6,25,2023,54.2,15.3,35.5,63.3,27.9,71.3,no,121.3861758,25.03262977
Riyadh,Asia,Saudi Arabia,237,King Saud University,SA,XL,FC,VH,4,A,34.5,13.1,60.8,29.3,98.6,23.3,93.4,83.4,39.4,2023,53.5,17.6,36.3,43.4,41.9,101.5,yes,46.5833166,24.72406697
Tartu,Europe,Estonia,296,University of Tartu,EE,M,FC,VH,5,A,25.8,10.7,88.9,14.3,40,24.2,88,79.6,35.4,2023,52.7,14,34.2,44.1,52.2,64.1,yes,26.68716444,58.37587425
Vilnius,Europe,Lithuania,400,Vilnius University ,LT,L,FC,HI,5,A,20,27.5,79.8,3.1,10.4,9.1,74.3,52.4,28.4,2023,51.6,20.8,36.9,41.5,52,59.5,yes,25.28507198,54.68257567
Lisbon,Europe,Portugal,369,Universidade Nova de Lisboa,PT,L,FC,VH,3,A,28.7,20.5,25,35,23.6,60.8,88.4,22.1,29.9,2023,51.5,32.7,42.5,40.8,51.1,45.4,yes,-9.166284437,38.7364382
Valencia,Europe,Spain,400,Universitat Politecnica de Valencia,ES,L,CO,VH,4,A,26,10.2,60.3,17.6,4.8,20.8,84.6,13.9,28.4,2023,51.4,22.7,37.6,45.3,50.5,71.3,yes,-0.343674124,39.4808895
Pamplona,Europe,Spain,253,University of Navarra,ES,L,FC,HI,4,B,29.4,66.4,59.7,15.1,22.4,71.8,74.6,28.8,38.3,2023,51.2,21.3,36.9,45.9,50.7,120.4,yes,-1.662033624,42.80146917
Jeddah,Asia,Saudi Arabia,106,King Abdulaziz University (KAU),SA,XL,FC,VH,4,A,48.4,70.7,66.3,50.6,99,54.3,93.4,10.5,57.8,2023,50.6,12,32.1,41.7,38,101.9,no,38.45477758,22.13492615
Dhahran,Asia,Saudi Arabia,160,King Fahd University of Petroleum & Minerals,SA,M,FC,VH,4,A,30.3,24.9,88.5,50.9,100,21.8,70.2,66.7,48.8,2023,50.6,12,32.1,41.7,38,101.9,no,50.14331888,26.30706238
Mardrid,Europe,Spain,215,Universidad Autonoma de Madrid,ES,L,FC,VH,4,A,59,55.5,37.3,20.8,9,14.7,89.3,23,42.2,2023,50.6,21.7,36.7,41,51.5,82.5,no,-3.696936824,40.5466982
Segovia,Europe,Spain,347,IE University,ES,M,FO,HI,2,C,6.7,47.6,66.6,2.6,92.9,100,6,67.9,31.1,2023,50.6,21.7,36.7,41,51.5,82.5,no,-4.233034806,40.7144969
Makkah,Asia,Saudi Arabia,449,Umm Al-Qura University ,SA,XL,FC,HI,4,A,16.9,10.5,59.8,1.9,100,19.3,35.1,3.9,26.2,2023,50.6,12,32.1,41.7,38,101.9,no,39.94963108,21.32996948
Dammam,Asia,Saudi Arabia,477,Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM),SA,L,FC,HI,3,A,5.8,3.7,81.8,2,97.6,9.2,49.6,4.5,24.9,2023,50.6,12,32.1,41.7,38,101.9,no,50.17635905,26.39801083
Muscat,Asia,Oman,384,Sultan Qaboos University,OM,M,FC,HI,3,A,15,16.9,67.3,14.3,100,3.7,86.8,63.4,29.3,2023,50,18.1,34.7,43.4,43.9,90,yes,58.16955168,23.59122138
Bangkok,Asia,Thailand,224,Chulalongkorn University,TH,XL,FC,HI,5,A,65.1,63.8,34.6,6.2,9.6,2.8,75.1,93.6,41.4,2023,49.8,22.8,36.9,48.7,25.2,29.5,yes,100.5258448,13.73853695
Granada,Europe,Spain,494,University of Granada,ES,XL,FC,VH,5,A,42.1,7.8,6.4,21.7,3.7,17.4,95.6,4.1,24.4,2023,49.8,16.9,34.1,41.9,48.2,93.4,yes,-3.673672782,37.18091772
Porto,Europe,Portugal,274,University of Porto,PT,XL,FC,VH,5,A,40.7,23.8,12.8,71.4,7.4,21.3,96.9,55.4,37.1,2023,48.3,23,36.1,39,40.9,49.6,yes,-8.618274724,41.14654787
Shanghai,Asia,China,34,Fudan University,CN,XL,FC,VH,4,A,83.6,93.5,89.3,70.4,89.3,38.7,70.6,65.7,81.5,2023,47.7,36.6,42.3,49.4,36.7,59.7,yes,121.5010429,31.29741967
Shanghai,Asia,China,46,Shanghai Jiao Tong University,CN,XL,FC,VH,4,A,82.7,90.2,57.7,97.1,40.9,38.4,73.9,57.8,77.4,2023,47.7,36.6,42.3,49.4,36.7,59.7,yes,121.3536707,31.10973748
Shanghai,Asia,China,212,Tongji University,CN,XL,FC,VH,4,A,33.2,10,26.6,87.5,66.2,35.8,71,25.9,42.4,2023,47.7,36.6,42.3,49.4,36.7,59.7,yes,121.3617502,31.2739382
Shanghai,Asia,China,422,Shanghai University,CN,XL,CO,VH,3,A,21.1,8.5,54.2,22.3,44.3,7,56,13,27.3,2023,47.7,36.6,42.3,49.4,36.7,59.7,yes,121.3796338,31.31754538
Sharjah,Asia,United Arab Emirates,369,American University of Sharjah,AE,S,CO,VH,3,B,18.7,35.8,26.2,17.3,100,100,30.2,79.3,29.9,2023,47,78.4,62.1,37.2,33.6,41.9,yes,55.49007538,25.31156018
Santiago,Latin America,Chile,121,Pontificia Universidad Catolica de Chile (UC),CL,L,FC,VH,5,B,91.8,98.1,22.3,12.5,17.9,3.9,82.7,90.4,54.9,2023,46.8,16,32,43,45.2,34.7,yes,-70.64401632,-33.4416814
Santiago,Latin America,Chile,167,Universidad de Chile,CL,XL,FC,VH,5,A,80,92,12.5,13.9,9.4,5.6,77.4,42.6,47.5,2023,46.8,16,32,43,45.2,34.7,yes,-72.43413823,-34.40451699
Santiago,Latin America,Chile,465,Universidad de Santiago de Chile (USACH),CL,L,FC,HI,5,A,41,58.1,8.3,4.9,7,2.4,46.6,4.4,25.4,2023,46.8,16,32,43,45.2,34.7,yes,-70.69032035,-33.4522328
Beijing,Asia,China,12,Peking University,CN,XL,FC,VH,5,A,99.3,96.5,87.3,96.7,57.1,36.9,77.5,91.4,91.3,2023,46.2,35,40.9,45.1,31.7,63.3,yes,116.3012497,39.99149654
Beijing,Asia,China,14,Tsinghua University,CN,XL,FC,VH,4,A,98.9,97.7,92.8,98.1,16.7,25.7,75.5,87.1,90.1,2023,46.2,35,40.9,45.1,31.7,63.3,yes,116.323869,39.99966737
Moscow,Europe,Russia,75,Lomonosov Moscow State University,RU,XL,FC,VH,5,A,80.5,77,99.8,5.3,19.2,91.9,87.5,91.2,66.8,2023,46.2,25.9,36.5,36.1,49.8,58.8,yes,37.52609468,55.70393487
Moscow,Europe,Russia,230,Bauman Moscow State Technical University,RU,L,CO,VH,5,A,27.2,50.2,100,1.4,37.3,41.2,8.6,16.5,40.3,2023,46.2,25.9,36.5,36.1,49.8,58.8,yes,37.68243548,55.76598687
Beijing,Asia,China,262,Beijing Normal University ,CN,L,CO,VH,5,A,36.3,6.4,27.7,76.4,7.9,25.3,69.8,17.5,37.8,2023,46.2,35,40.9,45.1,31.7,63.3,yes,116.3546162,39.94890402
Moscow,Europe,Russia,295,RUDN University,RU,L,FC,HI,4,A,19.7,33.9,92.7,1.8,9.7,93,79.1,8.7,35.5,2023,46.2,25.9,36.5,36.1,49.8,58.8,yes,37.48842259,55.6681511
Moscow,Europe,Russia,308,HSE University,RU,XL,FO,VH,3,A,26.9,32.6,92.6,1.9,7.8,17.2,70.6,25.5,34.3,2023,46.2,25.9,36.5,36.1,49.8,58.8,yes,37.63057718,55.75751872
Moscow,Europe,Russia,308,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),RU,S,FO,VH,4,A,9.2,11.3,99.2,11.8,52.9,89.1,42.7,31.7,34.3,2023,46.2,25.9,36.5,36.1,49.8,58.8,yes,37.66173488,55.65020507
Moscow,Europe,Russia,345,MGIMO University,RU,M,SP,VH,4,A,12.5,24.6,100,1.4,15.8,52.4,1.5,93.9,31.3,2023,46.2,25.9,36.5,36.1,49.8,58.8,yes,37.4815338,55.67057314
Beijing,Asia,China,355,Beijing Institute of Technology,CN,L,FO,VH,4,A,20.7,15,37.7,64.3,3.4,4.7,63.4,14.5,30.7,2023,46.2,35,40.9,45.1,31.7,63.3,yes,116.3098137,39.96037037
Beijing,Asia,China,428,University of Science and Technology Beijing,CN,L,CO,VH,3,A,13.1,3.4,11.8,93.2,3.7,3.4,56.2,4.6,27.1,2023,46.2,35,40.9,45.1,31.7,63.3,yes,116.3574511,39.98946097
Beijing,Asia,China,443,Beihang University (former BUAA),CN,L,CO,VH,2,A,13.1,4.4,31,67.8,8.3,5.5,52.1,13.8,26.3,2023,46.2,35,40.9,45.1,31.7,63.3,yes,116.3351213,39.97985154
Moscow,Europe,Russia,467,The National University of Science and Technology MISIS,RU,M,CO,VH,4,A,8.2,9.9,74.2,13.7,12.2,53.4,45.6,7.5,25.3,2023,46.2,25.9,36.5,36.1,49.8,58.8,yes,37.60663648,55.72843267
Lisbon ,Europe,Portugal,335,University of Lisbon ,PT,XL,FC,VH,5,A,42.5,20.5,12.3,38.2,10,41.9,95.1,55.4,31.9,2023,45.3,21.9,34.1,36,38.7,51.7,no,-9.160819924,38.75265777
Saint Petersburg,Europe,Russia,270,Saint Petersburg State University,RU,L,FC,VH,5,A,41.8,28.8,68.5,6.1,5.9,44.2,80.7,78.9,37.2,2023,44.8,16.9,31.4,35.3,41.4,46,yes,30.29634498,59.94189397
Shenzhen,Asia,China,226,Southern University of Science and Technology,CN,M,FO,VH,2,A,7.8,1.7,97.7,80.9,38.2,1.7,56.9,4.2,41.2,2023,44.1,22.4,33.7,46.8,29.6,80.9,yes,113.9963651,22.59396898
Warsaw,Europe,Poland,284,University of Warsaw ,PL,XL,CO,VH,5,A,48.9,63.3,38.4,7.1,8.6,9.3,78,59.3,36.1,2023,44,24.1,34.5,35.1,41.6,62.6,yes,21.01602628,52.24034627
Coimbra,Europe,Portugal,438,University of Coimbra,PT,L,FC,VH,5,A,30.1,13.8,14.5,38.6,12.3,33.7,86.3,30.9,26.5,2023,43.7,14.2,29.6,35.6,36.1,51.7,yes,-8.428668124,40.20763937
Hangzhou,Asia,China,42,Zhejiang University,CN,XL,FC,VH,4,A,72.2,95.3,78.7,88.4,99.1,42.5,80.8,42.3,79.3,2023,41.2,15.3,28.8,47.8,29.4,61.6,yes,120.0839246,30.30868437
Sao Paulo,Latin America,Brazil,115,Universidade de Sao Paulo,BR,XL,FC,VH,4,A,91.8,69.9,17.4,40.6,7.6,2.7,94.7,78.9,56.1,2023,41.2,14.8,28.6,35.4,34.4,26.1,yes,-46.78043094,-23.523715
Sao Paulo,Latin America,Brazil,477,UNESP,BR,XL,FC,VH,3,A,37,23.5,19.1,16.8,6.1,2.3,74.8,2.8,24.9,2023,41.2,14.8,28.6,35.4,34.4,26.1,yes,-57.78503099,-14.2754
Novosibirsk ,Europe,Russia,260,Novosibirsk State University,RU,M,CO,VH,4,A,27.3,15.9,94,15.7,7.3,58,52.3,24.9,37.9,2023,40.8,12.8,27.4,33.4,39.2,40.9,no,83.09181348,54.84774617
Tomsk,Europe,Russia,264,Tomsk State University,RU,M,CO,VH,5,A,22.9,11.2,99.6,6.3,25.1,93.1,68.6,4.1,37.6,2023,40.8,12.8,27.4,33.4,39.2,40.9,no,84.94493808,56.46949997
Dolgoprudny,Europe,Russia,267,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),RU,M,FO,VH,4,A,19.7,22.5,97.9,16,32.7,51,43.1,45.6,37.3,2023,40.8,12.8,27.4,33.4,39.2,40.9,no,37.51736848,55.92972427
Ekaterinburg,Europe,Russia,335,Ural Federal University - UrFU,RU,L,CO,VH,5,A,21.6,14,96.1,2.1,5.5,36.6,77.2,7.2,31.9,2023,40.8,12.8,27.4,33.4,39.2,40.9,no,60.61345028,56.84032457
St.petersburg,Europe,Russia,359,ITMO University,RU,M,FO,VH,5,A,11.9,15.5,96.2,7.3,23.1,42.8,61.7,4.2,30.5,2023,40.8,12.8,27.4,33.4,39.2,40.9,no,30.30645079,59.94207389
St.petersburg,Europe,Russia,382,Peter the Great St. Petersburg Polytechnic University,RU,L,FO,VH,5,A,15,10.4,81.4,3.7,16.4,89.3,45.4,18.7,29.5,2023,40.8,12.8,27.4,33.4,39.2,40.9,no,30.37062048,60.00762347
Tomsk,Europe,Russia,398,National Research Tomsk Polytechnic University,RU,M,FO,VH,5,A,9.4,7.8,91.9,5.3,8.9,80.6,78,4.5,28.6,2023,40.8,12.8,27.4,33.4,39.2,40.9,no,84.94730978,56.46541287
Stasbourg,Europe,Russia,434,Far Eastern Federal University,RU,L,CO,HI,5,A,8.4,3.4,93.2,1.9,15.4,63.4,40.5,11.6,26.8,2023,40.8,12.8,27.4,33.4,39.2,40.9,no,131.8066388,43.07613464
Nakhon Pathom,Asia,Thailand,256,Mahidol University,TH,L,FC,VH,4,A,40.5,42.7,79.3,5.2,5.7,4.4,59.2,8.3,38.1,2023,40.7,13.3,27.6,42,21,33.2,no,100.3230525,13.79438139
Quezon City,Asia,Philippines,412,University of the Philippines,PH,XL,FC,HI,5,A,32.4,47.6,46.8,1.8,2.1,1.3,41.1,46.4,27.7,2023,40.6,10.9,26.4,39.4,21.8,20.2,yes,117.7219736,12.43423608
Johannesburg,Africa,South Africa,412,University of Johannesburg,ZA,L,CO,VH,2,A,15.2,21.5,40.3,18.3,94.3,58.4,88.1,38.9,27.7,2023,40.5,13.7,27.6,32.3,35.1,94.5,yes,27.8881742,-26.22180061
Johannesburg,Africa,South Africa,428,University of Witwatersrand,ZA,L,FC,VH,5,A,25.1,38.9,12.3,30.5,80.8,9.1,91.4,89.2,27.1,2023,40.5,13.7,27.6,32.3,35.1,94.5,yes,28.02222924,-26.1884992
Kazan,Europe,Russia,322,Kazan (Volga region) Federal University,RU,L,FC,VH,5,A,20.8,7.6,91.4,3.2,11.1,93.1,80.7,12.9,33.4,2023,40,11,26.1,34,33.6,37,yes,49.11906948,55.79069847
Hefei,Asia,China,94,University of Science and Technology of China,CN,L,CO,VH,4,A,51.6,12.4,86.6,99.9,18.7,5.7,67,37.6,60.7,2023,39.2,18.8,29.4,41,27,62.3,no,101.5561241,32.046991
Wuhan,Asia,China,194,Wuhan University,CN,XL,FC,VH,4,A,38.8,56.6,13.8,88.1,42.4,7.2,72.8,32.7,44.3,2023,39.2,18.8,29.4,41,27,62.3,no,114.361747,30.53604847
Harbin,Asia,China,217,Harbin Institute of Technology,CN,L,FO,VH,4,A,26.6,8.9,50.5,96.5,9.5,7.8,64.7,15.4,42,2023,39.2,18.8,29.4,41,27,62.3,no,126.6308557,45.74704357
Xian ,Asia,China,302,Xian Jiaotong University,CN,XL,FC,VH,4,A,21.8,50.7,22.2,80.7,6.7,4.3,74.4,29,35.1,2023,39.2,18.8,29.4,41,27,62.3,no,108.9811181,34.25080297
Wuhan,Asia,China,306,Huazhong University of Science and Technology,CN,XL,FC,VH,4,A,21.3,40.2,10.5,96,6.2,4.9,75,20.5,34.6,2023,39.2,18.8,29.4,41,27,62.3,no,114.4177007,30.51300427
Tianjin,Asia,China,307,Tianjin University,CN,L,CO,VH,4,A,18.3,4.3,31.2,92,16.3,19.6,69.5,30.6,34.4,2023,39.2,18.8,29.4,41,27,62.3,no,116.7234696,39.18910164
Tianjin,Asia,China,378,Nankai University,CN,XL,FC,VH,4,A,21.2,5,28.7,70.5,11,3.7,39.1,24.2,29.7,2023,39.2,18.8,29.4,41,27,62.3,no,108.3135103,31.101816
Jinan,Asia,China,396,Shandong University,CN,XL,FC,VH,4,A,13.8,32.8,19.2,76.4,9.8,3.8,59.4,17.7,28.7,2023,39.2,18.8,29.4,41,27,62.3,no,117.0128396,36.65088475
Xiamen,Asia,China,422,Xiamen University,CN,XL,FC,VH,4,A,23.9,8.8,21.8,59.3,6.1,3.8,61.6,23.7,27.3,2023,39.2,18.8,29.4,41,27,62.3,no,118.0952801,24.43734837
Changchun,Asia,China,497,Jilin University,CN,XL,FC,VH,4,A,13.5,44.5,42,25.8,13.7,2.4,55.5,20.2,24.3,2023,39.2,18.8,29.4,41,27,62.3,no,125.2824412,43.82571997
Changsha,Asia,China,499,Central South University,CN,XL,FC,VH,2,A,7.3,2,5.5,96.3,8.2,3.9,51,11.9,24.2,2023,39.2,18.8,29.4,41,27,62.3,no,112.9299351,28.16436997
